edit_index,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
14,Question: when does i'm a celebrity get me out of here start in the uk?. Answer:,['2018'],"The start date for ""I'm a Celebrity...Get Me Out","The start date for ""I'm a Celebrity...Get Me Out",0,0
14,Question: who did the whistling in the muppet movie?. Answer:,"['Andrew Bird', 'musician Andrew Bird']","Paul Williams, a singer-songwriter, voiced and performed the whist","Paul Williams, a singer-songwriter, voiced and performed the whist",0,0
14,Question: who is the first indian woman to be canonized as a saint?. Answer:,['Saint Alphonsa'],"The first Indian woman to be canonized as a saint is Mother Teresa,","The first Indian woman to be canonized as a saint is Mother Teresa,",0,0
14,Question: when's the last time the philadelphia eagles played the new england patriots?. Answer:,['in Super Bowl LII'],The last time the Philadelphia Eagles played the New England Patriots was on November,The last time the Philadelphia Eagles played the New England Patriots was on November,0,0
14,Question: who was the author of the art of war?. Answer:,['Sun Tzu'],Sun Tzu,Sun Tzu,1,1
14,Question: how many times has south korea held the winter olympics?. Answer:,['two'],"South Korea has held the Winter Olympics once, in 2018,","South Korea has held the Winter Olympics once, in 2018,",0,0
14,Question: when was where have all the flowers gone written?. Answer:,['1955'],"""Where Have All the Flowers Gone"" was written in 19","""Where Have All the Flowers Gone"" was written in 19",0,0
14,Question: who is the number one ranked golfer in the world right now?. Answer:,['Dustin Johnson'],"Jon Rahm is the current world number one golfer, as of March","Jon Rahm is the current world number one golfer, as of March",0,0
14,Question: who is credited with creating the gothic art movement?. Answer:,['Abbot Suger'],"The Gothic art movement is not attributed to a single creator, but rather","The Gothic art movement is not attributed to a single creator, but rather",0,0
14,Question: who sang what are we doing in love?. Answer:,"['Dottie West', 'Kenny Rogers']","The song ""What Are We Doing in Love?"" is sung by Troy","The song ""What Are We Doing in Love?"" is sung by Troy",0,0
14,Question: who played young clark kent in 1978 superman?. Answer:,['Jeff East'],Christopher Reeve played the role of Clark Kent (as an adult) in the,Christopher Reeve played the role of Clark Kent (as an adult) in the,0,0
14,Question: what are the zords in the power rangers movie?. Answer:,['animal - themed Ninja Zords'],The Zords in the Power Rangers movie (2017) are:,The Zords in the Power Rangers movie (2017) are:,0,0
14,Question: how long prime minister stay in office canada?. Answer:,['four years'],"The term of a Prime Minister in Canada is typically four years, but it can","The term of a Prime Minister in Canada is typically four years, but it can",1,1
14,Question: whats the difference between tomato paste and tomato puree?. Answer:,['consistency'],"Tomato paste is a thick, concentrated tomato product cooked down to a thick","Tomato paste is a thick, concentrated tomato product cooked down to a thick",0,0
14,Question: what was the ancient chinese umbrella used for?. Answer:,['a defense against rain'],Ancient Chinese umbrellas were primarily used for sun protection and rain shelter,"Ancient Chinese umbrellas were used for sun protection, rain protection,",0,0
14,Question: isdn uses b & d channels. what is d channel use for?. Answer:,"['control and signaling information', 'data', 'carries control and signaling information']",The D channel in ISDN (Integrated Services Digital Network) is used for,The D channel in ISDN (Integrated Services Digital Network) is used for,0,0
14,Question: who picks the chief justice of the illinois supreme court?. Answer:,['the court'],The Chief Justice of the Illinois Supreme Court is appointed by the Illinois Supreme Court itself,The Chief Justice of the Illinois Supreme Court is appointed by the Illinois Supreme Court itself,0,0
14,Question: when did seat belts become law in ontario?. Answer:,"['January 1 , 1976']","Seat belts became law in Ontario, Canada, in 197","Seat belts became law in Ontario, Canada, in 197",0,0
14,Question: who plays scrooge mcduck in the new ducktales?. Answer:,['David Tennant'],David Tennant plays Scrooge McDuck in the new Duck,David Tennant plays Scrooge McDuck in the new Duck,1,1
14,Question: what was vietnam called in the years before world war 2?. Answer:,['French Indochina'],The region now known as Vietnam was called French Indochina before World War II,The region now known as Vietnam was called French Indochina before World War II,1,1
14,Question: who wins the next iron chef super chefs?. Answer:,"['Geoffrey Zakarian', 'Zakarian']",The outcome of the next Iron Chef Super Chefs competition cannot be predicted as,The outcome of the next Iron Chef Super Chefs competition cannot be predicted as,0,0
14,Question: theme of the song roar by katy perry?. Answer:,"['standing up for oneself', 'self - empowerment']",Empowerment and self-discovery.,Empowerment and self-discovery.,0,0
14,Question: who wants a heart in the wizard of oz?. Answer:,"['the Tin Woodman', 'Tin Woodman']","The Tin Woodman (Tin Man) wants a heart in ""The","The Tin Woodman (Tin Man) wants a heart in ""The",1,1
14,Question: when did cricket go to 6 ball overs?. Answer:,"['1979 / 80', 'Since 1979 / 80']",Cricket did not go to 6-ball overs. The standard length of,Cricket did not go to 6-ball overs. The standard length of,0,0
14,Question: when is dancing on ice on the tv?. Answer:,['2019'],"The airing schedule for ""Dancing on Ice"" varies each year and is","The airing schedule for ""Dancing on Ice"" varies by region and season",0,0
14,Question: who directed the best years of our lives?. Answer:,['William Wyler'],"The movie ""The Best Years of Our Lives"" was directed by William Wy","The movie ""The Best Years of Our Lives"" was directed by William Wy",1,1
14,Question: who sang the theme song for laverne and shirley?. Answer:,['Cyndi Grecco'],Cyndi Lauper sang the theme song for Laverne & Shirley,Cyndi Lauper sang the theme song for Laverne and Shirley,0,0
14,Question: who wrote the song to make you feel my love?. Answer:,['Bob Dylan'],"Bob Dylan wrote the song ""Make You Feel My Love.""","Bob Dylan wrote the song ""Make You Feel My Love.""",1,1
14,Question: what are the importance of rigor mortis in meat processing?. Answer:,['tenderness of meat'],Rigor mortis is crucial in meat processing as it helps in determining the,Rigor mortis is crucial in meat processing as it helps in determining the,0,0
14,Question: who sang the song good morning good morning?. Answer:,"['Judy Garland', ""Donald O'Connor"", 'Gene Kelly', 'Debbie Reynolds', 'Mickey Rooney']","The Beatles sang the song ""Good Morning Good Morning.""","The Beatles sang the song ""Good Morning Good Morning.""",0,0
14,Question: who wrote the song would i lie to you?. Answer:,"['Peter Vale', 'Mike Leeson']","The song ""Would I Lie to You?"" was written by Eurythmics","The song ""Would I Lie to You?"" was written by Eurythmics",0,0
14,Question: who has the highest paid contract in the nba?. Answer:,['Stephen Curry'],"LeBron James, as of 2021, holds the highest","LeBron James, as of 2021, holds the highest",0,0
14,Question: where was percy jackson and the olympians filmed?. Answer:,"['Vancouver', 'Mission , British Columbia']",Percy Jackson and the Olympians was filmed in various locations in British Columbia,Percy Jackson and the Olympians was filmed in various locations in British Columbia,0,0
14,Question: state the position of india in terms of population size?. Answer:,['second'],India is the second most populous country in the world.,India is the second most populous country in the world.,1,1
14,Question: what is the area code for phoenix arizona?. Answer:,"['602', '623', '480']","602 or 480 (major area codes for Phoenix,","602 or 480 (area codes for Phoenix, Arizona",1,1
14,Question: when was i don't like mondays released?. Answer:,"['21 July 1979', '1979']","""I Don't Like Mondays"" was released as a single on October","""I Don't Like Mondays"" was released as a single on February",0,0
14,Question: who does the voice of nala in the lion king?. Answer:,"['Laura Williams', 'Moira Kelly', 'Sally Dworsky', 'Niketa Calame']",Beyoncé voices Nala in the Lion King (2019).,Beyoncé voices Nala in the Lion King (2019).,0,0
14,Question: which nfl coach has the most superbowl rings?. Answer:,['Bill Belichick'],"Bill Belichick, with 6 Super Bowl rings.","Bill Belichick, with 6 Super Bowl rings.",1,1
14,Question: who was originally cast to play indiana jones?. Answer:,['Tom Selleck'],Harrison Ford was originally cast to play Indiana Jones.,Harrison Ford was originally cast to play Indiana Jones.,0,0
14,Question: who was the head of the spanish inquisition?. Answer:,"['Grand Inquisitor', 'Dominican Tomás de Torquemada', 'Tomás de Torquemada']",Torquemada was the head of the Spanish Inquisition.,Torquemada was the head of the Spanish Inquisition.,0,0
14,Question: who won the gold for the men's figure skating?. Answer:,['Yuzuru Hanyu'],Yuzuru Hanyu (Japan) won the gold for the men,Yuzuru Hanyu (Japan) won the gold for the men,1,1
14,Question: where was robin hood prince of thieves made?. Answer:,['the United Kingdom'],United Kingdom (Shepperton Studios),United Kingdom (Shepperton Studios),1,1
14,Question: who sang with eternal on i wanna be the only one?. Answer:,['BeBe Winans'],"The artist who sang with Eternal on ""I Wanna Be the Only One","The artist who sang with Eternal on ""I Wanna Be the Only One",0,0
14,Question: who was the aztec ruler when the spanish arrived?. Answer:,"['Moctezuma II', 'emperor Cuauhtemoc']",Montezuma II was the Aztec ruler when the Spanish arrived.,Montezuma II was the Aztec ruler when the Spanish arrived.,1,1
14,Question: who sings god is great beer is good?. Answer:,['Currington'],"The song ""God is Great, Beer is Good"" is sung by the","The song ""God is Great, Beer is Good"" is sung by the",0,0
14,Question: when does jo come in grey's anatomy?. Answer:,"['2012', 'July 2012', 'season 9']",Jo comes in Grey's Anatomy during Season 8.,Jo comes in Grey's Anatomy in Season 8.,0,0
14,Question: factories that assemble parts made in other countries?. Answer:,['special economic zones'],"Yes, factories that assemble parts made in other countries are known as assembly","Yes, factories that assemble parts made in other countries are known as assembly",0,0
14,Question: who was charlie writing to in perks of being a wallflower movie?. Answer:,['an unknown recipient'],Charlie was writing to an anonymous friend in the Perks of Being a Wallfl,Charlie was writing to an anonymous friend in the Perks of Being a Wallfl,0,0
14,Question: where does the president get authority to issue executive orders?. Answer:,['Constitution'],"The President derives the authority to issue executive orders from Article II, Section","The President's authority to issue executive orders comes from the Constitution, specifically Article",0,1
14,Question: who does dwyane wade play for right now?. Answer:,"['Miami Heat', 'the Miami Heat']",Dwyane Wade does not currently play for any NBA team. He retired,Dwyane Wade does not currently play for any NBA team. He retired,0,0
14,Question: who were the the continent of the americas named after logically?. Answer:,['Amerigo Vespucci'],"Americas were named after Amerigo Vespucci, an Italian expl","Americas were named after Amerigo Vespucci, an Italian expl",1,1
14,Question: who wrote old flames cant hold a candle to you?. Answer:,"['Hugh Moffatt', 'Patricia Rose Sebert', 'Pebe Sebert', 'Pebe Sebert and Hugh Moffatt']","The song ""Old Flames Can't Hold a Candle to You""","The song ""Old Flames Can't Hold a Candle to You""",0,0
14,Question: what is the coldest it has ever been in antarctica?. Answer:,['− 128.6 ° F'],The coldest temperature ever recorded in Antarctica is -89.,The coldest temperature ever recorded in Antarctica is -89.,0,0
14,Question: who won big brother head of household canada?. Answer:,['Kaela'],The winner of Big Brother Head of Household Canada is not specified in the question,The winner of Big Brother Head of Household Canada is not specified in the question,0,0
14,Question: what is a coherent set of values and beliefs about public policy called?. Answer:,"['ideology', 'a political ideology', 'political ideology']",A coherent set of values and beliefs about public policy is called a Political Ide,A coherent set of values and beliefs about public policy is called a political ide,1,1
14,Question: who plays the characters in yo gabba gabba?. Answer:,"['Plex', 'Foofa', 'Toodee', 'DJ Lance Rock', 'Gooble', 'Brobee', 'Muno']","The characters in Yo Gabba Gabba are played by performers, including",The characters in Yo Gabba Gabba are played by actors and puppete,0,0
14,Question: when did we decide to leave the eu?. Answer:,['23 June 2016'],The United Kingdom triggered Article 50 of the Treaty on European Union on,The United Kingdom triggered Article 50 of the Treaty on European Union on,0,0
14,Question: who has won the most united states championships?. Answer:,"['Ric Flair', 'Lex Luger']","Ric Flair, a professional wrestler, has won the most United States Championships","Ric Flair has won the most United States Championships, with a total of",1,1
14,Question: when did television come out in the us?. Answer:,"['July 2 , 1928', '1928']","Television was first introduced in the U.S. on July 1,","Television was first demonstrated in the U.S. on July 1,",0,0
14,Question: who sold the most records elvis or the beatles?. Answer:,['The Beatles'],The Beatles sold more records than Elvis Presley.,The Beatles sold more records.,1,1
14,Question: when does buffy tell her friends she was in heaven?. Answer:,['Something to Sing About'],"Buffy tells her friends she was in heaven in the episode titled ""Passion","Buffy tells her friends she was in heaven in the episode titled ""Passion",0,0
14,Question: when was how deep is your love released?. Answer:,"['September 1977', '1977']","""How Deep Is Your Love"" was released in 1977 as","""How Deep Is Your Love"" was released in 1977 as",0,0
14,Question: where does the white witch live in narnia?. Answer:,['her castle'],"The White Witch, also known as Jadis, lives in the castle",The White Witch lives in the castle of Cair Paravel in the land,0,0
14,Question: who sang on the back in black album?. Answer:,"['Brian Johnson', 'Malcolm Young', 'Cliff Williams']","AC/DC (Angus Young, Malcolm Young, Brian Johnson)","AC/DC, specifically Brian Johnson, sang on the Back in Black album.",1,1
14,Question: who wrote it's gonna take a lot of love?. Answer:,['Neil Young'],"Marvin Gaye wrote ""It's Going to Take a Lot of Love","Marvin Gaye wrote ""It's Going to Take a Lot of Love",0,0
14,Question: when does the boy in the striped pajamas take place?. Answer:,"['World War II', 'during World War II']","""The Boy in the Striped Pajamas"" is set during World",The Boy in the Striped Pajamas takes place during World War II,0,1
14,Question: i was a great islamic scholar and mathematician who died in 1131 ce?. Answer:,['Omar Khayyam'],"Al-Biruni, a renowned Islamic scholar and mathematician","Al-Biruni, a renowned Islamic scholar and mathematician",0,0
14,Question: who won oscar for best director this month?. Answer:,['Guillermo del Toro'],I don't have real-time data. Please check the latest Oscar winners,I don't have real-time data. Please check the latest Oscar winners,0,0
14,Question: what's in a beam me up scotty?. Answer:,"['phencyclidine', 'cocaine']","The phrase ""Beam me up, Scotty"" is a famous line from","The phrase ""Beam me up, Scotty"" is a famous line from",0,0
14,Question: mark who went to golf majors in 1998?. Answer:,"[""O'Meara"", ""Mark O'Meara""]",Mark O'Meara went to golf majors in 199,Mark O'Meara went to golf majors in 199,1,1
14,Question: which was the first village of karnataka which declared independence?. Answer:,['Hyderabad'],The first village in Karnataka to declare independence was Chikballap,The first village in Karnataka to declare independence was Chikballap,0,0
14,Question: who does stefan marry in the vampire diaries?. Answer:,['Caroline Forbes'],"Elena Gilbert, in seasons 2 and 3 of The Vampire","Elena Gilbert, in seasons 2 and 3 of The Vampire",0,0
14,Question: what is the meaning of the name habib?. Answer:,"[""`` beloved ''"", 'beloved']","Habib is an Arabic name that means ""beloved"" or ""de","Habib is an Arabic name that means ""beloved"" or ""de",0,0
14,Question: how much does a new gulfstream g650 cost?. Answer:,"['$66.5 million', 'US $ 66.61 million']",The price of a new Gulfstream G650 typically ranges from $6,The price of a new Gulfstream G650 typically ranges from $6,0,0
14,Question: who plays the voice of johnny in sing?. Answer:,['Taron Egerton'],"The voice of Johnny in the movie ""Sing"" is played by Garth Jenn","The voice of Johnny in the movie ""Sing"" is played by Garth Jenn",0,0
14,Question: who played junior on in the heat of the night?. Answer:,['Christian LeBlanc'],"Sidney Poitier played the role of Virgil Tibbs, not","Sidney Poitier played the role of Virgil Tibbs, not",0,0
14,Question: when will the la sagrada familia be finished?. Answer:,"['2026', '2026 -- 2028', 'by 2026']",The completion of La Sagrada Familia is expected in 202,The completion of La Sagrada Familia is expected in 202,0,0
14,Question: who was the first elected president of pakistan?. Answer:,"['Iskander Mirza', 'JB Talha Khan']",Mohammad Ali Jinnah was the first elected President of Pakistan. However,Mohammad Ali Jinnah was the first elected President of Pakistan. However,0,0
14,Question: who played michael jackson in jackson 5 movie?. Answer:,"['Alex Burrall', 'Jason Weaver', 'Abolade David Olatunde', 'Wylie Draper']","Jermaine Jackson played Michael Jackson in the Jackson 5 movie, ""The","Jermaine Jackson played Michael Jackson in the Jackson 5 movie, ""The",0,0
14,Question: who played gino in a place to call home?. Answer:,['Aldo Mignone'],Ben Hollingsworth played Gino in A Place to Call Home.,Ben Lee played Gino in A Place to Call Home.,0,0
14,Question: when was the first wonder woman comic released?. Answer:,"['December 1941', 'January 1942', 'October 1941']","The first Wonder Woman comic, ""All-Star Comics #8,"" was","The first Wonder Woman comic, ""All-Star Comics #8,"" was",0,0
14,Question: who hosted and won the inagural world cup?. Answer:,['Uruguay'],The inaugural World Cup was hosted by Uruguay in 193,The inaugural World Cup was hosted by Uruguay in 193,1,1
14,Question: who were the two mathematicians that invented calculus?. Answer:,"['Gottfried Leibniz', 'Isaac Newton']",Isaac Newton and Gottfried Wilhelm Leibniz,Isaac Newton and Gottfried Wilhelm Leibniz,1,1
14,Question: who is singing in something just like this?. Answer:,"['The Chainsmokers', 'Chris Martin', 'Coldplay', 'Will Champion']","Shawn Mendes is singing in ""Something Just Like This,"" but it'","Shawn Mendes is singing in ""Something Just Like This,"" but it'",0,0
14,Question: another name for the torso is the blank region of the body?. Answer:,['trunk'],Trunk,Trunk,1,1
14,Question: when was the first australian prime minister elected?. Answer:,"['Sir Edmund Barton', '1901']","The first Prime Minister of Australia, Edmund Barton, was elected on March","The first Prime Minister of Australia, Edmund Barton, was elected on March",1,1
14,Question: dendrites and cell bodies are components of what type of matter found in the brain?. Answer:,"['gray', 'Grey matter']","Neurons, which are the basic building blocks of the nervous system, consist","Neurons, which are the basic building blocks of the nervous system, consist",0,0
14,Question: who sang oh annie i not your daddy?. Answer:,"['Kid Creole & The Coconuts', 'Kid Creole and the Coconuts']",Frank Sinatra,Frank Sinatra,0,0
14,Question: when did the golden state warriors win the finals?. Answer:,"['2015', '1956', '1975', '1947', '2017']",The Golden State Warriors won the NBA Finals in 2015,The Golden State Warriors won the NBA Finals in 2015,1,1
14,Question: when did disney art of animation resort open?. Answer:,"['May 31 , 2012']","The Disney Art of Animation Resort opened on May 31,","The Disney Art of Animation Resort opened on May 31,",1,1
14,Question: what is the name of the lymphatic vessels located in the small intestine?. Answer:,"['lacteal', 'A lacteal', 'lacteals']",Lymphatic vessels in the small intestine are called lacte,Lymphatic vessels in the small intestine are called lacte,0,0
14,Question: where does the eurostar train arrives in london?. Answer:,['St Pancras International'],St Pancras International Station,St Pancras International Station,1,1
14,Question: who hit 6 sixes in an over in test cricket?. Answer:,"['Ravi Shastri', 'Garfield Sobers']",Yuvraj Singh,Yuvraj Singh,0,0
14,Question: where is gall bladder situated in human body?. Answer:,['beneath the liver'],"The gallbladder is located in the upper right abdomen, just","The gallbladder is located in the upper right abdomen, just",0,0
14,Question: how old do you have to be to get a gun licence in nz?. Answer:,['16 or older'],"In New Zealand, you must be at least 16 years old to apply","In New Zealand, you must be at least 16 years old to apply",1,1
14,Question: what group of animals do octopus belong to?. Answer:,['class Cephalopoda'],Cephalopoda,Cephalopoda,1,1
14,Question: the first element on the periodic table is?. Answer:,"['Hydrogen', 'hydrogen']",Hydrogen,Hydrogen,1,1
14,Question: where are more than half your bones located?. Answer:,['the appendicular skeleton'],"In the human body, more than half your bones are located in the arms and","In the human body, more than half your bones are located in the arms and",0,0
14,Question: who acts as the chairman of the election commission?. Answer:,"['Achal Kumar Jyoti', 'The Chief Election Commissioner', 'Chief Election Commissioner']","The chairman of the Election Commission varies by country. In India, the Chief","The chairman of the Election Commission varies by country. In India, the Chief",1,1
14,Question: when does the stock market open in hong kong?. Answer:,['09 : 15'],The Hong Kong Stock Market opens at 9:30 AM and closes,The Hong Kong Stock Market opens at 9:30 AM and closes,0,0
14,Question: where was the original planet of the apes filmed at?. Answer:,"['Utah', 'in northern Arizona', 'California', 'Arizona']",The original Planet of the Apes (1968) was fil,The original Planet of the Apes (1968) was fil,0,0
14,Question: mainland greece is a body of land with water on three sides called?. Answer:,"['peninsula', 'peninsular']","Mainland Greece is a peninsula, not a body of land with water on","Mainland Greece is a peninsula, not a body of land with water on",1,1
14,Question: who dies in transformers revenge of the fallen?. Answer:,"['Jetfire', 'Ravage and the Decepticon Rampage']","Optimus Prime (in the theatrical version), but he is revived","Optimus Prime (in the theatrical version), but he is resurre",0,0
14,Question: when did world war 2 officially start and end?. Answer:,"['1939', '2 September 1945', '1945', '1 September 1939']","World War 2 officially started on September 1, 1939","World War 2 officially started on September 1, 1939",1,1
14,Question: north carolina delegate to the second continental congress?. Answer:,"['William Blount', 'Timothy Bloodworth', 'John B. Ashe']","Richard Caswell, the first Governor of North Carolina, served as a delegate to","Richard Caswell, the first Governor of North Carolina, served as a delegate to",0,0
14,Question: when did the united states became a nation?. Answer:,"['1776', 'In 1776', 'July 4 , 1776']","The United States became a nation on July 4, 1776","The United States became a nation on July 4, 1776",1,1
14,Question: when did linkin park release one more light?. Answer:,"['May 19 , 2017']","Linkin Park released ""One More Light"" on May 19,","Linkin Park released ""One More Light"" on May 19,",1,1
14,Question: who was the last nba player to get drafted out of high school?. Answer:,['Thon Maker'],The last NBA player to be drafted directly out of high school was Kw,The last NBA player to be drafted directly out of high school was Kw,0,0
14,Question: where is the largest salt mine in the us?. Answer:,"['Western New York', 'Central New York']","The largest salt mine in the U.S. is the Detroit Salt Mine,","The largest salt mine in the U.S. is the Detroit Salt Mine,",0,0
14,Question: who is the highest selling r&b artist of all time?. Answer:,"['Rihanna', 'Michael Jackson']",Rihanna is the highest selling R&B artist of all time.,Rihanna is the highest selling R&B artist of all time.,1,1
14,Question: where is the lost dutchman's mine supposed to be located?. Answer:,['in the southwestern United States'],The Lost Dutchman's Mine is supposedly located in the Superstition,The Lost Dutchman's Mine is supposedly located in the Superstition,0,0
14,Question: who is pictured on the 5000 dollar bill?. Answer:,['James Madison'],There is no $5000 bill in circulation in the United States.,There is no $5000 bill in circulation in the United States.,0,0
14,Question: the plane of earth's orbit is called the?. Answer:,['ecliptic'],Earth's orbit plane is called the ecliptic.,Earth's orbit plane is called the ecliptic.,1,1
14,Question: the roman name for a liberal arts education is known as?. Answer:,"['artes liberales', 'liberalia studia']","Quadrivium (mathematics, astronomy, geometry, music)","Quadrivium (mathematics, astronomy, geometry, music)",0,0
14,Question: creating appropriation bills falls under which power of congress?. Answer:,['raising revenue'],The power to create appropriation bills falls under the Spending Clause of the,Creating appropriation bills falls under the power of the U.S. Congress,0,0
14,Question: when was the last time there was a school shooting in canada?. Answer:,"['January 22 , 2016']",The last school shooting that received significant media attention in Canada occurred on January 2,The last school shooting that received significant media attention in Canada was on January 2,0,0
14,Question: when did dragon ball z air in australia?. Answer:,['Fall 1998'],Dragon Ball Z aired in Australia in the mid-1990s,Dragon Ball Z aired in Australia in the mid-1990s,0,0
14,Question: when do you get your white coat in pharmacy school?. Answer:,['before the first year begins'],The timing for receiving a white coat in pharmacy school can vary depending on the,The timing for receiving a white coat in pharmacy school can vary depending on the,0,0
14,Question: who sang last night on saturday night live?. Answer:,['Childish Gambino'],The specific performer on Saturday Night Live last night is not provided in your question,The performer on Saturday Night Live last night is not specified in your question.,0,0
14,Question: who is directly elected according to the constitution?. Answer:,['senators'],The President is directly elected according to the constitution.,The President is directly elected according to the Constitution.,0,0
14,Question: when does the day of the dead end?. Answer:,['November 2'],"The Day of the Dead, also known as Día de los Muertos","The Day of the Dead, also known as Día de los Muertos",0,0
14,Question: who played morticia in the addams family tv show?. Answer:,['Carolyn Sue Jones'],Carolyn Jones played Morticia in the Addams Family TV show.,Carolyn Jones played Morticia in the Addams Family TV show.,0,0
14,Question: where was harry potter and the deathly hallows part 1 filmed?. Answer:,['on location'],Harry Potter and the Deathly Hallows Part 1 was filmed at,Harry Potter and the Deathly Hallows Part 1 was filmed at,0,0
14,Question: when did cristiano ronaldo go to manchester united?. Answer:,"['at age 18 in 2003', '2003']",Cristiano Ronaldo joined Manchester United in 2003.,Cristiano Ronaldo joined Manchester United in 2003.,0,0
14,Question: number of employees in the department of health and human services?. Answer:,"['79,540', '79,540 ( 2015 )']","The number of employees in the Department of Health and Human Services can vary, but","The number of employees in the Department of Health and Human Services can vary, but",0,0
14,Question: how many super bowl games has the patriots played in?. Answer:,"['ten', 'ten times', '10']",The New England Patriots have played in 11 Super Bowl games.,The New England Patriots have played in 11 Super Bowl games.,0,0
14,Question: panda is a national animal of which country?. Answer:,['China'],Panda is the national symbol of China.,Panda is the national symbol of China.,1,1
14,Question: what us president is the only president to become an eagle scout?. Answer:,['Ford'],Theodore Roosevelt is the only U.S. President to become an Eagle,Theodore Roosevelt is the only U.S. President to become an Eagle,0,0
14,Question: how many seasons has greys anatomy been on tv?. Answer:,['14'],17 seasons (as of 2021),17 seasons (as of 2021),0,0
14,Question: who was originally cast as phoebe on charmed?. Answer:,['Lori Rom'],Alyssa Milano was originally cast as Phoebe on Charmed,Alyssa Milano was originally cast as Phoebe Halliwell,0,0
14,Question: when was the biltmore house opened to the public?. Answer:,['March 1930'],The Biltmore House was opened to the public in 1930,The Biltmore House opened to the public in 1930.,0,0
14,Question: who won the first season of america's got talent?. Answer:,['Bianca Ryan'],The first season of America's Got Talent was won by Bianca,Bianca Ryan won the first season of America's Got Talent.,1,1
14,Question: what does the pearl symbolize in the bible?. Answer:,['the Kingdom of Heaven'],"In the Bible, the pearl often symbolizes something of great value, r","In the Bible, the pearl often symbolizes something of great value, r",0,0
14,Question: when was the dome of the rock completed?. Answer:,"['in 691 CE', '691 CE']",The Dome of the Rock was completed in 691 or 6,The Dome of the Rock was completed in 691 or 6,1,1
14,Question: who played big enos in smokey and the bandit?. Answer:,['Pat McCormick'],Jackie Gleason played Big Enos in Smokey and the Bandit.,Jackie Gleason played Big Enos in Smokey and the Bandit.,0,0
14,Question: who is the girl in the hinder video lips of an angel?. Answer:,['Emmanuelle Chriqui'],"The girl in the Hinder music video ""Lips of an Angel"" is","The girl in the Hinder music video ""Lips of an Angel"" is",0,0
14,Question: who lives in the blue house in balamory?. Answer:,['Edie McCredie'],Mr. Jolly lives in the blue house in Balamory.,Mr. Muddle lives in the blue house in Balamory.,0,0
14,Question: how many episodes in game if thrones season 7?. Answer:,"['7', 'seven']",7 episodes in Game of Thrones season 7.,7 episodes in Game of Thrones season 7.,0,0
14,Question: what theater number was the aurora shooting in?. Answer:,"['Theater 9', '9']","The Aurora shooting occurred at Theater 9 in Aurora, Colorado.","The Aurora shooting occurred at Theater 9 in Aurora, Colorado.",1,1
14,Question: when did the continental congress vote to adopt the declaration of independence?. Answer:,"['July 2 , 1776']","July 4, 1776","July 4, 1776.",0,0
14,Question: who is the longest serving chief minister in india as on jan 2015?. Answer:,['Jyotirindra Basu'],"As of January 2015, Manohar Lal Khatt","As of January 2015, Manohar Lal Khatt",0,0
14,Question: what causes cracked skin at the corners of your mouth?. Answer:,"['irritation', 'infection', 'allergies']","Cracked skin at the corners of your mouth can be caused by several factors,","Cracked skin at the corners of your mouth can be caused by several factors,",0,0
14,Question: who sang the song if loving you is wrong i don't want to be right?. Answer:,"['The Emotions', 'Luther Ingram']","The song ""If Loving You Is Wrong, I Don't Want","The song ""If Loving You Is Wrong, I Don't Want",0,0
14,Question: where is the world's largest thermometer located?. Answer:,"['Baker , California', 'Baker , California , USA']","The world's largest thermometer is located in Baker, California, USA.","The world's largest thermometer is located in Baker, California, USA.",1,1
14,Question: when did slave to the rhythm come out?. Answer:,"['2010', 'May 8 , 2014']","""Slave to the Rhythm"" was released posthumously on April","""Slave to the Rhythm"" was released posthumously on April",0,0
14,Question: what is the most common cause of right ventricular heart failure?. Answer:,"['left - sided heart failure', 'pulmonary heart disease']",The most common cause of right ventricular heart failure is left-sided,The most common cause of right ventricular heart failure is left-sided,1,1
14,Question: which episode does gideon die in criminal minds?. Answer:,"[""Nelson 's Sparrow"", ""`` Nelson 's Sparrow ''""]","Gideon dies in the episode ""The Big Game"" of Criminal Mind","Gideon dies in the episode ""The Big Game"" of Criminal Mind",0,0
14,Question: what was the outcome of the battle of san juan hill?. Answer:,['Cuban - American victory'],The Battle of San Juan Hill resulted in a U.S. victory during the,The Battle of San Juan Hill resulted in a U.S. victory during the,0,0
14,Question: who won latest america's next top model?. Answer:,['Kyla Coleman'],"I don't have real-time data. As of my last update,",I don't have real-time data. To find out who won the,0,0
14,Question: what culture region is germany a part of?. Answer:,['Central Germany'],Germany is a part of Central Europe.,Germany is part of Central Europe.,0,0
14,Question: who is hosting e live from the red carpet?. Answer:,"['Giuliana Rancic', 'Ryan Seacrest']",The host of the live from the red carpet event is typically not specified in general,The host of the live from the red carpet event is not specified in your question,0,0
14,Question: when did the bill of rights come out?. Answer:,"['16 December 1689', '1689']","The Bill of Rights was ratified on December 15, 17","The Bill of Rights was ratified on December 15, 17",0,0
14,Question: when was the first episode of scooby doo?. Answer:,"['September 13 , 1969']","The first episode of Scooby-Doo, titled ""What a Night","The first episode of Scooby-Doo, titled ""What a Night",0,0
14,Question: when did the first junie b jones book come out?. Answer:,['1992'],"The first Junie B. Jones book, ""Top-Secret Personal Bees","The first Junie B. Jones book, ""Top-Secret Personal Bees",0,0
